task,optimizer,task_family,mean_best_val_loss,mean_best_val_accuracy,mean_runtime_per_step_ms,mean_optimizer_state_mb,source_csv
saddle_objective,coherent_direction_reference,stability,-3.1017165184020996,,0.5690510221587607,3.0517578125e-05,reports/accepted_coherent_momentum/benchmark_results.csv
saddle_objective,coherent_momentum_optimizer,stability,-4.107943058013916,,1.2645788687338595,4.57763671875e-05,reports/accepted_coherent_momentum/benchmark_results.csv
saddle_objective,coherent_momentum_real_baseline,stability,-3.980175495147705,,0.9680449739024635,3.814697265625e-05,reports/accepted_coherent_momentum/benchmark_results.csv
saddle_objective,rmsprop,stability,-4.132231712341309,,0.22783789416607567,1.1444091796875e-05,reports/accepted_coherent_momentum/benchmark_results.csv
saddle_objective,sgd_momentum,stability,-4.132231871287028,,0.212291266872959,7.62939453125e-06,reports/accepted_coherent_momentum/benchmark_results.csv
small_batch_instability,adamw,stability,0.3953376313050588,0.8675686021645864,1.0228372682514233,0.019439697265625,reports/accepted_coherent_momentum/benchmark_results.csv
small_batch_instability,coherent_direction_reference,stability,0.4016893357038498,0.866107722123464,2.5527818122461055,0.0388336181640625,reports/accepted_coherent_momentum/benchmark_results.csv
small_batch_instability,coherent_momentum_optimizer,stability,0.38034718732039136,0.8623602588971456,5.487119989647042,0.0582504272460937,reports/accepted_coherent_momentum/benchmark_results.csv
small_batch_instability,coherent_momentum_real_baseline,stability,0.3814636915922165,0.8672510186831156,4.207897173020885,0.0485420227050781,reports/accepted_coherent_momentum/benchmark_results.csv
small_batch_instability,rmsprop,stability,0.38434355954329175,0.8742378056049347,0.872314732109699,0.0097312927246093,reports/accepted_coherent_momentum/benchmark_results.csv
small_batch_instability,sgd_momentum,stability,0.3697912245988846,0.8753811021645864,0.7915103837611183,0.0097084045410156,reports/accepted_coherent_momentum/benchmark_results.csv
